Venue,Review ID,review,N/C,Tone,Annotated By,Date,Journal name,ESI,Article title,Review URL
,rywHCPkAW_R1,"Indeed , the confidence intervals are not plotted , and probably no conclusion can be reached because the curves are averaged only across three seeds !",4,3,Deap,29-11-2022,,,,
,rywHCPkAW_R1,"As expected for an exploration heuristic , it seems that the noise weights of the last layer ( slowly ) tend to zero .",3,3,Deap,29-11-2022,,,,
,rywHCPkAW_R1,"However for some games , the weights of the penultimate layer seem to increase .",3,3,Deap,29-11-2022,,,,
,rywHCPkAW_R1,Is it due to Noisy Net or to the lack of seeds ?,4,3,Deap,29-11-2022,,,,
,rywHCPkAW_R1,"The factorized Gaussian noise , which reduces the number of parameters , is associated with DQN and Dueling agents , while the independent noise is associated with A3C agent .",3,3,Deap,29-11-2022,,,,
,rywHCPkAW_R2,""" This paper introdues Noisy Nets , that are neural networks whose parameters are perturbed by a parametric noise function , and they apply them to 3 state of the art deep reinforcement learning algorithms : DQN , Dueling networks and A3C .",3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"They obtain a substantial performance improvement over the baseline algorithms , without explaining clearly why .",3,2,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"If this is not what you mean , you should reformulate ... p2 : "" Though these methods often rely on a non trainable noise of vanishing size as opposed to Noisy Net which tunes the parameter of noise by gradient descent . """,3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Two ideas seem to be collapsed here : the idea of diminishing noise over an experiment , exploring first and exploiting later , and the idea of adapting the amount of noise to a specific problem .",4,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,It should be made clearer whether Noisy Net can address both issues and whether other algorithms do so too ...,4,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"In particular , an algorithm may adapt noise along an experiment or from an experiment to the next .",3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"From Fig.3 , one can see that having the same initial noise in all environments is not a good idea , so the second mechanism may help much .",4,4,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"- I would start with the paragraph "" Considering a linear layer [...] below ) "" and only after this I would introduce theta and xi as a more synthetic notation .",4,2,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Later in the paper , you then have to state "" . . . are now noted xi "" several times , which I found rather clumsy . p5 : Why do you use option ( b ) for DQN and Dueling and option ( a ) for A3C ?",4,2,Deap,16-11-2022,,,,
,rywHCPkAW_R2,The reason why ( if any ) should be made clear from the clearer presentation required above .,2,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"By the way , a wild question : if you wanted to use Noisy Nets in an actor critic architecture like DDPG , would you put noise both in the actor and the critic ?",3,2,Deap,16-11-2022,,,,
,rywHCPkAW_R2,The paragraph above Fig3 raises important questions which do not get a satisfactory answer .,3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Why is it that , in deterministic environments , the network does not converge to a deterministic policy , which should be able to perform better ?",4,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,Why is it that the adequate level of noise changes depending on the environment ?,3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Finally , I would be glad to see the effect of your technique on algorithms like TRPO and PPO which require a stochastic policy for exploration , and where I believe that the role of the KL divergence bound is mostly to prevent the level of stochasticity from collasping too quickly .",5,4,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"At the top of p3 , you may update your list with PPO and ACKTR , which are now "" classical "" baselines too .",3,4,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Appendices A1 and A2 are a lot redundant with the main text ( some sentences and equations are just copy pasted ) , this should be improved .",4,4,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Ax/By/Cz "" should be replaced by "" Appendix Ax/By/Cz "" .",3,4,Deap,16-11-2022,,,,
,rywHCPkAW_R2,"Besides , the big table and the list of performances figures should themselves be put in two additional appendices and you should refer to them as Appendix D or E rather than "" the Appendix "" .",3,4,Deap,16-11-2022,,,,
,rywHCPkAW_R3,""" A new exploration method for deep RL is presented , based on the idea of injecting noise into the deep networks weights .",3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,The noise may take various forms ( either uncorrelated or factored ) and its magnitude is trained by gradient descent along other parameters .,3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"It is shown how to implement this idea both in DQN ( and its dueling variant ) and A3C , with experiments on Atari games showing a significant improvement on average compared to these baseline algorithms .",3,4,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"This definitely looks like a worthy direction of research , and experiments are convincing enough to show that the proposed algorithms indeed improve on their baseline version .",3,5,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"The specific proposed algorithm is close in spirit to the one from Parameter space noise for exploration , but there are significant differences .",3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,It is also interesting to see ( Section 4.1 ) that the noise evolves in non obvious ways across different games .,2,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"A comparison to the paper ( s ) by Osband et al ( 2016 , 2017 ) would have also been worth adding .",4,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"My second concern is that I find the title and overall discussion in the paper potentially misleading , by focusing only on the exploration part of the proposed algorithm ( s ) .",3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"Since there is no attempt to disentangle these exploration and optimization effects , it is unclear if one is more important than the other to explain the success of the approach .",3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,- What is the justification for using epsilon instead of epsilon in eq .,3,3,Deap,16-11-2022,,,,
,rywHCPkAW_R3,"- The paper Dropout as a Bayesian approximation seems worth at least adding to the list of related work in the introduction . """,4,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,""" The paper proposes a GAN variant for solving the nonlinear independent component analysis ( ICA ) problem .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"The method seems interesting , but the presentation has a severe lack of focus .",3,4,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"First , the authors should focus their discussion instead of trying to address a broad range of ICA problems from linear to post nonlinear ( PNL ) to nonlinear .",4,4,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"I would highly recommend the authors to study the review "" Advances in Nonlinear Blind Source Separation "" by Jutten and Karhunen ( 2003/2004 ) to understand the problems they are trying to solve .",4,5,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"Linear ICA is a solved problem and the authors do not seem to be able to add anything there , so I would recommend dropping that to save space for the more interesting material .",3,4,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"PNL ICA is solvable and there are a number of algorithms proposed for it , some cited already in the above review , but also more recent ones .",4,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"From this perspective , the presented comparison seems quite inadequate .",2,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"Fully general nonlinear ICA is ill posed , as shown already by Darmois ( 1953 , doi:10.2307/1401511 ) .",4,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"Given this , the authors should indicate more clearly what is their method expected to do .",2,4,Deap,16-11-2022,,,,
,ryykVe-0W_R1,There are an infinite number of nonlinear ICA solutions - which one is the proposed method going to return and why is that relevant ?,4,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"There are fewer relevant comparisons here , but at least Lappalainen and Honkela ( 2000 ) seem to target the same problem as the proposed method .",3,4,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"The use of 6 dimensional example in the experiments is a very good start , as higher dimensions are quite different and much more interesting than very commonly used 2D examples .",3,5,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"One idea for evaluation : comparison with ground truth makes sense for PNL , but not so much for general nonlinear because of unidentifiability .",4,4,Deap,16-11-2022,,,,
,ryykVe-0W_R1,For general nonlinear ICA you could consider evaluating the quality of the estimated low dimensional data manifold or evaluating the mutual information of separated sources on new test data .,5,3,Deap,16-11-2022,,,,
,ryykVe-0W_R1,"The revision seems more cosmetic and does not address the most significant issues so I do not see a need to change my evaluation . """,3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,""" The focus of the paper is independent component analysis ( ICA ) and its nonlinear variants such as the post non linear ( PNL ) ICA model .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,"The primary idea of the paper is to use the Wasserstein distance as an independence measure of the estimated source coordinates , and optimize it in a neural network ( NN ) framework .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,"Although finding novel GAN applications is an exciting topic , I am not really convinced that ICA with the proposed Wasserstein GAN based technique fulfills this goal .",2,2,Deap,16-11-2022,,,,
,ryykVe-0W_R2,Below I detail my reasons : 1 ) The ICA problem can be formulated as the minimization of pairwise mutual information [ 1 ] or one dimensional entropy [ 2 ] .,3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,"In other words , estimating the joint dependence of the source coordinates is not necessary ; it is worthwhile to avoid it .",4,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,2 ) The PNL ICA task can be efficiently tackled by first removing the nonlinearity followed by classical linear ICA ; see for example [ 3 ] .,5,4,Deap,16-11-2022,,,,
,ryykVe-0W_R2,"3 ) Estimating information theoretic ( IT ) measures ( mutual information , divergence ) is a quite mature field with off the self techniques , see for example [ 4,5,6,8 ] .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,These methods do not estimate the underlying densities ; it would be superfluous ( and hard ) .,4,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,"5 ) Section 3.1 : This section is devoted to generating samples from the product of the marginals , even using separate generator networks .",3,4,Deap,16-11-2022,,,,
,ryykVe-0W_R2,I do not see the necessity of these solutions ; the subtask can be solved by independently shuffling all the coordinates of the sample .,4,2,Deap,16-11-2022,,,,
,ryykVe-0W_R2,"In fact , [ 7,8,9 ] are likely to provide more accurate ( fast ICA is a simple kurtosis based method , which is a somewhat crude estimate of entropy ) and faster estimates ; see also 2 ) .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R2,Blind separation of postnonlinear mixtures using linearizing transformations and temporal decorrelation .,3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R3,""" The idea of ICA is constructing a mapping from dependent inputs to outputs ( = the derived features ) such that the outputs are as independent as possible .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R3,"As the input/output densities are often not known and/or are intractable , natural independence measures such as mutual information are hard to estimate .",3,3,Deap,16-11-2022,,,,
,ryykVe-0W_R3,"In practice , the independence is characterized by certain functions of higher order moments -- leading to several alternatives in a zoo of independence objectives .",4,4,Meith,27-11-2022,,,,
